id,price,brand,name,ratingAverage,ratingCount,reviewCount,minPurchaseCount,recommendationRate,complaintRate,ratings
5775840,67764.37,HAIER,HAIER HB26FSSAAA,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7665818,19938.21,HISENSE,HISENSE RT641N4WFE1,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6777421,9519.00,PHILCO,PHILCO PCS 2641 FNX,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
7414237,40890.00,AEG,AEG RMB952E6VU NoFrost,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937651,45435.41,LIEBHERR,LIEBHERR IRBe 5121,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6308531,9513.95,SNAIGE,SNAIGE FR24SM-PRR50E,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
6552215,28562.47,HAIER,HAIER HSR3918FIMP,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937631,35824.22,LIEBHERR,LIEBHERR IRd 4151,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6674553,59550.16,Miele,MIELE KFN 7764 D,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7437452,4084.89,GODDESS,GODDESS RSE085GS8SSF,,0,0,20,,0.0,"[0, 0, 0, 0, 0]"
7742307,39990.00,HAIER,HAIER HCW7819EHMP,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7624422,44046.29,Miele,MIELE KFN 4799 DDE nerez edt/cs  ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6674556,73012.67,Miele,MIELE KFN 7795 D,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6788419,17077.05,SIEMENS,SIEMENS KI86NNSF0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7730384,8085.43,SNAIGE,SNAIGE FR23SM-PTMP0E,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
7414460,17949.38,ELECTROLUX,ELECTROLUX LNS8FF19S 500 FLEX LowFrost,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
7853703,20016.48,LIEBHERR,LIEBHERR CNd 5704,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937671,29627.78,LIEBHERR,LIEBHERR UIKP 1554,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937657,79034.89,LIEBHERR,LIEBHERR IRBdi 5180,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6497726,20475.65,Vestfrost,VESTFROST VR-BF27952H1S,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6836201,9797.43,WHIRLPOOL,WHIRPOOL WFNF 81E OX 1,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852723,15508.68,HISENSE,HISENSE RS711N4WCE,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7134805,23179.95,LIEBHERR,LIEBHERR CNsfd 5224,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6926627,10847.24,SNAIGE,SNAIGE CC31SM-T1CBFF,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
4364154,10924.17,PHILCO,PHILCO PC 17832 Bi,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7169429,11531.80,HOOVER,HOOVER HOCE4T618EX,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7455794,15423.68,LIEBHERR,LIEBHERR Rf 4600,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6674541,21720.87,Miele,MIELE K 7114 E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6928195,9513.95,SNAIGE,SNAIGE RF27SM-P0CB2E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7548197,17133.67,Kluge,Kluge KCP268N - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852717,18052.53,HISENSE,HISENSE RS711N4WCD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937644,36845.29,LIEBHERR,LIEBHERR IRBd 4521,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937626,19842.14,LIEBHERR,LIEBHERR IRe 3920,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7951209,35431.17,LG,LG GSGV80PYLD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6216046,61896.47,HITACHI,HITACHI R-WB640VRU0-GBK,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7853706,21476.32,LIEBHERR,LIEBHERR KGNsdc 52Z03,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
5673288,26903.81,Concept,CONCEPT LA7791ss SINFONIA,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
7999738,40736.78,HISENSE,HISENSE RQ760N4SBFE,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7853704,19043.39,LIEBHERR,LIEBHERR CNd 5204,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7134802,20045.96,LIEBHERR,LIEBHERR CNsfd 5233,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7079081,60338.21,LIEBHERR,LIEBHERR SBNsdd 5264,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7075551,38572.60,LIEBHERR,LIEBHERR CBNsdc 5753,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7075550,63029.75,LIEBHERR,LIEBHERR CBNstd 579i,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937653,77707.29,LIEBHERR,LIEBHERR IRBdi 5171,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7137696,19104.12,Toshiba,TOSHIBA GR-RF610WE-PMS(06),,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7853705,16733.47,LIEBHERR,LIEBHERR KGNd 57Z03,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6469014,55557.32,LIEBHERR,LIEBHERR SKBes 4380,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7917927,34860.26,LG,LG GSLV91MCAC,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7522534,9038.28,CANDY,CANDY CRU 160 NE/N,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763371,24839.11,AEG,AEG 8000 Cooling 360 RCB736D7MB,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7853702,19647.27,LIEBHERR,LIEBHERR CNsfd 5704,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7333187,21424.80,LIEBHERR,LIEBHERR KGBNsfd 52Z23,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937658,54344.79,LIEBHERR,LIEBHERR ICNdi 5153,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8022313,22848.08,ROMO,ROMO RCN2511LD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7415643,16181.27,BRANDT,BRANDT BFL862YNW,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937663,55293.81,LIEBHERR,LIEBHERR SICNd 5153,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6924120,20951.84,SEVERIN,SEVERIN RKG 8929,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8008642,29860.20,Bosch,BOSCH KBN96VFE0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763383,15470.25,ELECTROLUX,ELECTROLUX 600 TwinTech LNC7ME32W3,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7333189,13918.15,LIEBHERR,LIEBHERR KGNf 52Z03,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7134800,20608.96,LIEBHERR,LIEBHERR CNsfd 5223,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7844045,7609.25,SNAIGE,SNAIGE RF23SM-PT002E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6928191,9513.95,SNAIGE,SNAIGE RF32SM-S0002F,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7871955,17311.32,HAIER,HAIER HBW5518E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7747100,12947.16,LORD,LORD R4,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6448521,10466.87,ROMO,ROMO RCS2288W,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6924119,20951.84,SEVERIN,SEVERIN RKG 8928,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7938474,10332.98,GUZZANTI,GUZZANTI GZ 340A,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7806885,28562.47,Kluge,KLUGE KCSN513X - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7625813,13490.00,PHILCO,PHILCO PCN 17742 EBI,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7548203,12371.68,ROMO,ROMO RCNS270LX - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7742311,40195.66,HAIER,HAIER HCR5919EHMP,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6977954,5689.00,Klarstein,KLARSTEIN CoolArt,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7864320,6657.28,ROMO,Romo RCS2207W,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6852413,15352.59,LORD,LORD R1,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763373,17990.00,AEG,AEG 6000 TwinTech RCB636E8MW,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7547090,11990.00,CANDY,CANDY CCE4T618DX Fresco,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7853711,14580.29,LIEBHERR,LIEBHERR Ksl 2834,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6150460,25998.90,LORD,LORD C11,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7624413,30063.42,Miele,MIELE KDN 7724 E Active,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7844043,8561.60,SNAIGE,SNAIGE RF26SM-PT002E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7888806,10467.00,BEKO,BEKO Beyond B5RCNA365HG,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7404882,13077.27,HAIER,HAIER HDW1620DNPD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852716,20742.43,HISENSE,HISENSE RQ563N4SI2,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937674,29450.78,LIEBHERR,LIEBHERR UIKP 1550,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937637,37245.48,LIEBHERR,LIEBHERR IRDe 5121,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6468982,34518.63,LIEBHERR,LIEBHERR CBNef 4835,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7761154,21290.00,Samsung,SAMSUNG Bespoke RB38C7B6D12/EF ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7896473,3808.65,SEVERIN,Severin KB 8879 ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7455792,16032.06,LIEBHERR,LIEBHERR Rsff 4600,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6448509,6665.85,Orava,ORAVA RGO-261,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7730385,6466.43,SNAIGE,SNAIGE FR22SM-PT000E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7548192,11419.28,ROMO,ROMO RCNS270LW - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937629,31949.71,LIEBHERR,LIEBHERR IRe 4021,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6862166,8271.39,LORD,LORD L1,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852150,5237.25,SEVERIN,Severin VKS 8842 ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6497705,13696.29,Vestfrost,VESTFROST VR-FB373-2H0I,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7137684,25624.92,LIEBHERR,LIEBHERR RBe 5221,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7079083,29683.74,LIEBHERR,LIEBHERR SRBsfe 5220,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937636,33092.88,LIEBHERR,LIEBHERR IRBd 4050,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6926629,14275.68,SNAIGE,SNAIGE CC35DM-P6CBFD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763372,19390.04,AEG,AEG 8000 Cooling 360 RCB732E7MX,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763370,20274.37,AEG,AEG 8000 Cooling 360 RCB736E7MX,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763385,23914.26,ELECTROLUX,ELECTROLUX 800 Cooling 360 LNT7ME36K2,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
5842121,18466.08,AEG,AEG Mastery RCB636E4MX,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6777422,10973.42,PHILCO,PHILCO PCD 3241 FNF,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852097,7618.24,SEVERIN,Severin TKS 8846 ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6924118,20951.84,SEVERIN,SEVERIN RKG 8927,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7548190,11419.28,ROMO,ROMO RCE341W - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
5842127,15990.00,ELECTROLUX,ELECTROLUX LNT5MF36W0,1.0,1,1,0,0.0,0.0,"[1, 0, 0, 0, 0]"
8014511,11379.07,HISENSE,HISENSE RB395N4BFE,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7455790,17962.01,LIEBHERR,LIEBHERR Rf 5000,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7761160,21290.00,Samsung,SAMSUNG Bespoke RB38C7B6D22/EF ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7745785,8561.60,SNAIGE,SNAIGE C29SM-T1002F,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
4364155,7847.79,PHILCO,PHILCO PTL 12232 BI,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7333195,14934.80,LIEBHERR,LIEBHERR KGNsff 52Z04,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6524134,4665.81,CHiQ,CHiQ FCF142D,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8014510,11379.07,HISENSE,HISENSE RB395N4BCE,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7290724,14590.13,HOOVER,HOOVER HOCE7T618DW,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6448523,8562.07,ROMO,ROMO RCS2232W,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852153,3808.65,SEVERIN,Severin GB 8883 ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6497708,15162.59,Vestfrost,VESTFROST VR-FB383-2H0H,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7844042,9513.95,SNAIGE,SNAIGE RF29SM-PTMP2E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6928190,9990.12,SNAIGE,SNAIGE RF35SM-S0002F,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6393993,10276.40,SNAIGE,SNAIGE RF56SM-S5JJ2F,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
7193770,10276.40,SNAIGE,SNAIGE RF56SM-S5DV2F,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6926624,9323.47,SNAIGE,SNAIGE CC29SM-T100FF,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6727925,14818.87,WHIRLPOOL,WHIRLPOOL WHC18 T573,4.1,12,9,200,0.75,0.009,"[1, 0, 2, 3, 6]"
7871114,20576.05,LG,LG GBB92STABP,4.5,6,3,100,0.83,0.0,"[0, 0, 1, 1, 4]"
8051373,17932.20,Samsung,SAMSUNG RB38T607BS9/EF ,4.7,14,5,20,0.93,0.029,"[0, 0, 1, 3, 10]"
8597242,14421.99,ELECTROLUX,ELECTROLUX LRB3DE18S,5.0,2,1,100,1.0,0.0,"[0, 0, 0, 0, 2]"
7866289,15592.06,Bosch,BOSCH KGN397WCT,4.5,4,0,100,1.0,0.0094,"[0, 0, 0, 2, 2]"
7136781,12593.68,WHIRLPOOL,WHIRLPOOL WHC20 T352,3.0,3,3,50,0.67,0.0032,"[1, 0, 0, 2, 0]"
7920436,17190.47,AEG,AEG Mastery RCB736D5MB,,0,0,20,,0.0213,"[0, 0, 0, 0, 0]"
7935275,13790.37,AEG,AEG Mastery RCB736E5MX,5.0,1,1,20,1.0,0.0192,"[0, 0, 0, 0, 1]"
8133719,11061.82,Vestfrost,VESTFROST VR-BB27612H1S,5.0,1,0,10,1.0,0.0,"[0, 0, 0, 0, 1]"
8435302,15325.86,AEG,AEG Mastery CustomFlex SCE618E5TS,3.0,3,2,10,0.67,0.0,"[1, 0, 0, 2, 0]"
8072739,73081.16,HISENSE,HISENSE RQ760N4IFE,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8550639,0.00,LIEBHERR,LIEBHERR SWTNes 4285,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8133109,26920.06,Bosch,BOSCH KGN392LAF,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8574146,19493.10,ELECTROLUX,ELECTROLUX ECB7TE70S NoFrost,,0,0,20,,0.0,"[0, 0, 0, 0, 0]"
7767283,34311.97,LIEBHERR,LIEBHERR ICBdi 5122,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
6557202,15046.35,WHIRLPOOL,WHIRLPOOL SP40 801 EU 1,1.2,5,3,100,0.0,0.0232,"[4, 1, 0, 0, 0]"
8134045,40567.59,Bosch,BOSCH KAD93ABEP,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7962437,33850.81,ELECTROLUX,ELECTROLUX 900 MultiChill ENV9MC18S,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7999733,27630.01,HISENSE,HISENSE RF749N4SWSE,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7962436,27546.42,AEG,AEG 8000 Cooling 360 RCB836C5MX,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7942294,11963.27,AEG,AEG SCB819F8FS LowFrost,1.0,1,1,10,0.0,0.0,"[1, 0, 0, 0, 0]"
8134047,15345.79,Bosch,BOSCH KIL42VFE0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8134046,21311.54,Bosch,BOSCH KIR81VFE0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7931011,17542.58,ELECTROLUX,ELECTROLUX 800 Cooling 360 LNT7ME36X3,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7999737,30450.59,HISENSE,HISENSE RS818N4TIC,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7999736,30450.59,HISENSE,HISENSE RS818N4TFC,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7867927,19102.27,LIEBHERR,LIEBHERR CNd 5734,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
8008644,16772.52,SIEMENS,SIEMENS KI86VNSE0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8073412,6990.00,ROMO,ROMO RDD204W ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8008650,17507.19,Bosch,BOSCH KIN86NSE0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8006524,22880.89,Bosch,BOSCH KIN96NSE0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7176000,16990.00,FAGOR,FAGOR 3FFK-6745X,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8550770,17606.57,HISENSE,HISENSE RB424N4CIB,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937641,55565.79,LIEBHERR,LIEBHERR IRBb 4170,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8022314,21895.68,ROMO,ROMO RCN2511LX,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8076933,3005.59,GUZZANTI,GUZZANTI GZ 06B1,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8076932,2665.76,GUZZANTI,GUZZANTI GZ 05A1,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8550769,10341.77,HISENSE,HISENSE RB395N4DCD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7761158,21290.00,Samsung,SAMSUNG Bespoke RB38C7B6DCE/EF  ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7486466,17698.67,SIEMENS,SIEMENS KI86NVSE0,2.0,1,1,20,0.0,0.0,"[0, 1, 0, 0, 0]"
7844047,8085.43,SNAIGE,SNAIGE RF23SM-PTMP2E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7844046,8561.60,SNAIGE,SNAIGE RF29SM-PT002E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852151,4761.05,SEVERIN,Severin GB 8881,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7951222,25243.78,AEG,AEG 6000 Twintech+ TSC6M181ES,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8008645,18786.33,SIEMENS,SIEMENS KI86NNSE0,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7804567,28211.15,SIEMENS,SIEMENS KI86SADD0,,0,0,20,,0.0,"[0, 0, 0, 0, 0]"
7920617,32200.25,HAIER,HAIER HSW79F18CIMM,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8014936,11990.00,HISENSE,HISENSE RB395N4BWE,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
7695107,0.00,LIEBHERR,LIEBHERR CBNsdb 5753,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
7714103,42502.46,LIEBHERR,LIEBHERR CBNbsa 5753,1.0,1,0,0,0.0,0.0,"[1, 0, 0, 0, 0]"
7671662,0.00,LIEBHERR,LIEBHERR CBNsdb 5753,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
6862159,25271.29,LORD,LORD C12,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7624419,36762.28,Miele,MIELE KFN 4795 CD blacksteel,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8083213,8475.41,Orava,Orava RGO-254,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8574169,14189.67,PHILCO,PHILCO PXI 3652 X,,0,0,20,,0.0,"[0, 0, 0, 0, 0]"
6497734,29999.65,Vestfrost,VESTFROST VR-FB373-2E1BU,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6497721,29999.65,Vestfrost,VESTFROST VR-FB373-2E1RD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7962438,21158.06,ELECTROLUX,ELECTROLUX 600 TwinTech ENT6ME18S,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7852715,28613.04,HISENSE,HISENSE RQ563N4SF2,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7650381,17990.00,HOOVER,HOOVER HOCE7620CX,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7806889,14990.00,Kluge,KLUGE KCN4326X - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8010388,58092.10,LIEBHERR,LIEBHERR ICBb 5152,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7625851,35092.42,LIEBHERR,LIEBHERR ICNd 5123,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
8069810,35871.66,Samsung,SAMSUNG RH68B8541B1/EF,,0,0,10,,0.0,"[0, 0, 0, 0, 0]"
6497725,29999.65,Vestfrost,VESTFROST VR-FB373-2E0BM,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7623693,13770.64,CANDY,CANDY CCE4T620DX Fresco,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7623690,12290.16,CANDY,CANDY CCE3T620ES Fresco,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763379,17956.19,ELECTROLUX,ELECTROLUX 600 TwinTech LNC7ME32X3,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7968519,29954.76,ELECTROLUX,ELECTROLUX ELT9VE52U0 NoFrost,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7938473,11427.85,GUZZANTI,GUZZANTI GZ 8825,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7781688,19293.01,HAIER,HAIER HDW5620CNPW,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7781687,18473.48,HAIER,HAIER HDW1620CNPD,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7806888,19038.48,BRANDT,BRANDT BFC2069NX - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7806887,19038.48,ROMO,ROMO RCNF320D - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7137689,57348.31,LIEBHERR,LIEBHERR SRBbsd 529i,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937672,36845.29,LIEBHERR,LIEBHERR SUIB 1550,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937649,62234.54,LIEBHERR,LIEBHERR IRBe 4851,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7624414,19918.03,Miele,MIELE KDN 4174 E nerezový vzhled,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7761157,24328.05,Samsung,SAMSUNG Bespoke RB38C7B6DB1/EF  ,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
8550636,0.00,Samsung,SAMSUNG BESPOKE RB38A7B6DCS/EF,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7844044,8847.30,SNAIGE,SNAIGE RF26SM-PTMP2E,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7743988,47607.81,SNAIGE,SNAIGE MD40DD-P300ME,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6497722,29999.65,Vestfrost,VESTFROST VR-FB373-2E1BG,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7548198,11895.47,ROMO,ROMO RCE341X - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7763388,24059.91,ELECTROLUX,ELECTROLUX 800 Cooling 360 LNT7ME36G2,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
4364156,9378.31,PHILCO,PHILCO PTB 12232 Bi,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7175997,15590.00,FAGOR,FAGOR 3FFK-6745,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7665817,42250.57,HISENSE,HISENSE RQ760N4AIE,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7806882,16990.00,ROMO,ROMO RCN4347X - 4 roky záruka po registraci,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7853710,18554.89,LIEBHERR,LIEBHERR CNsfd 5204,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937654,29450.78,LIEBHERR,LIEBHERR ICTS 2231,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937648,62649.79,LIEBHERR,LIEBHERR IRBd 4571,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937646,51923.79,LIEBHERR,LIEBHERR IRBd 4551,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937645,51758.06,LIEBHERR,LIEBHERR IRBd 4550,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
6937635,28850.79,LIEBHERR,LIEBHERR IRBd 4020,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
7445477,0.00,LIEBHERR,LIEBHERR SKBes 4380,,0,0,0,,0.0,"[0, 0, 0, 0, 0]"
